,Source,Target,Type,RawWeight,Weight
887,5,55,Undirected,14,0
888,5,56,Undirected,8,0
889,5,57,Undirected,5,0
890,5,54,Undirected,5,0
891,6,55,Undirected,16,0
892,6,48,Undirected,9,0
893,6,56,Undirected,10,0
894,6,47,Undirected,9,0
895,6,57,Undirected,6,0
896,6,54,Undirected,4,0
897,8,55,Undirected,14,0
898,8,56,Undirected,11,0
899,8,57,Undirected,6,0
900,7,55,Undirected,16,0
901,7,56,Undirected,11,0
902,7,57,Undirected,9,0
903,32,55,Undirected,8,0
904,32,48,Undirected,5,0
905,32,56,Undirected,3,0
906,32,47,Undirected,6,0
907,32,57,Undirected,6,0
908,15,55,Undirected,18,0
909,15,56,Undirected,7,0
910,15,57,Undirected,8,0
911,18,55,Undirected,5,0
912,18,56,Undirected,7,0
913,18,57,Undirected,6,0
914,34,55,Undirected,18,0
915,34,56,Undirected,11,0
916,34,57,Undirected,9,0
917,48,55,Undirected,7,0
918,13,55,Undirected,16,0
919,55,56,Undirected,6,0
920,47,55,Undirected,5,0
921,19,55,Undirected,17,0
922,37,55,Undirected,7,0
923,21,55,Undirected,15,0
924,55,57,Undirected,7,0.260071387985075
925,54,55,Undirected,8,0.318063334962762
926,22,55,Undirected,10,0
927,48,56,Undirected,5,0
928,48,57,Undirected,3,0
929,48,54,Undirected,2,0
930,22,48,Undirected,5,0
931,13,56,Undirected,8,0
932,13,47,Undirected,7,0
933,13,57,Undirected,9,0
934,47,56,Undirected,3,0
935,19,56,Undirected,11,0
936,37,56,Undirected,4,0
937,21,56,Undirected,10,0
938,56,57,Undirected,3,0
939,54,56,Undirected,2,0
940,22,56,Undirected,4,0
941,37,47,Undirected,7,0.191885526238913
942,47,57,Undirected,3,0
943,47,54,Undirected,1,0
944,22,47,Undirected,5,0
945,19,57,Undirected,8,0
946,37,57,Undirected,4,0
947,37,54,Undirected,4,0
948,21,57,Undirected,7,0
949,54,57,Undirected,5,0.414973347970818
950,22,57,Undirected,7,0.260071387985075
951,22,54,Undirected,6,0.193124598354462
952,24,58,Undirected,2,0
953,17,24,Undirected,2,0
954,4,58,Undirected,5,0
955,25,58,Undirected,5,0
956,3,58,Undirected,5,0
957,26,58,Undirected,2,0
958,26,41,Undirected,8,0
959,8,58,Undirected,4,0
960,7,58,Undirected,3,0
961,6,58,Undirected,5,0
962,41,58,Undirected,3,0.290034611362518
963,15,58,Undirected,4,0
964,35,58,Undirected,5,0.210853365314893
965,34,58,Undirected,5,0
966,17,58,Undirected,2,0.414973347970818
967,13,58,Undirected,4,0
968,47,58,Undirected,1,0
969,14,58,Undirected,2,0
970,21,58,Undirected,1,0
971,17,41,Undirected,2,0
972,13,41,Undirected,13,0
973,41,47,Undirected,4,0
974,21,41,Undirected,7,0
975,17,35,Undirected,4,0
976,35,47,Undirected,4,0
977,17,47,Undirected,3,0
978,12,24,Undirected,10,0
979,12,25,Undirected,18,0
980,10,26,Undirected,10,0
981,12,26,Undirected,8,0
982,26,56,Undirected,6,0
983,6,53,Undirected,12,0
984,9,53,Undirected,7,0
985,10,31,Undirected,5,0
986,10,53,Undirected,5,0
987,10,56,Undirected,5,0
988,10,47,Undirected,7,0.191885526238913
989,10,38,Undirected,9,0
990,12,31,Undirected,4,0
991,12,34,Undirected,20,0
992,12,53,Undirected,4,0
993,12,35,Undirected,12,0
994,12,56,Undirected,4,0
995,12,47,Undirected,5,0
996,12,37,Undirected,7,0
997,12,38,Undirected,8,0
998,31,53,Undirected,4,0
999,31,56,Undirected,3,0
1000,31,47,Undirected,3,0
1001,53,56,Undirected,2,0
1002,47,53,Undirected,2,0
1003,37,53,Undirected,2,0
1004,35,56,Undirected,9,0
1005,38,56,Undirected,6,0
1006,38,47,Undirected,6,0
1007,1,42,Undirected,10,0
1008,1,55,Undirected,12,0
1009,1,35,Undirected,18,0
1010,1,46,Undirected,5,0
1011,1,54,Undirected,4,0
1012,1,57,Undirected,5,0
1013,1,59,Undirected,1,0
1014,3,59,Undirected,2,0
1015,2,42,Undirected,8,0.184524426592544
1016,2,35,Undirected,9,0
1017,2,46,Undirected,1,0
1018,2,59,Undirected,2,0.511883360978874
1019,23,25,Undirected,2,0
1020,25,59,Undirected,2,0
1021,6,46,Undirected,5,0
1022,6,59,Undirected,1,0
1023,42,55,Undirected,7,0
1024,13,42,Undirected,13,0
1025,42,46,Undirected,3,0
1026,42,54,Undirected,3,0
1027,42,57,Undirected,4,0
1028,22,42,Undirected,10,0.184524426592544
1029,23,42,Undirected,2,0
1030,42,59,Undirected,2,0.485554422256525
1031,7,59,Undirected,2,0
1032,18,59,Undirected,1,0
1033,23,34,Undirected,2,0
1034,34,59,Undirected,2,0
1035,35,55,Undirected,12,0
1036,46,55,Undirected,3,0
1037,23,55,Undirected,2,0
1038,55,59,Undirected,2,0.414973347970818
1039,13,46,Undirected,3,0
1040,13,59,Undirected,2,0
1041,35,46,Undirected,2,0
1042,35,57,Undirected,6,0
1043,23,35,Undirected,2,0
1044,35,59,Undirected,1,0
1045,15,59,Undirected,2,0
1046,46,54,Undirected,1,0
1047,46,57,Undirected,2,0
1048,22,46,Undirected,4,0.238882088915137
1049,23,46,Undirected,1,0.335792101923193
1050,46,59,Undirected,1,0.636822097587174
1051,23,54,Undirected,2,0.414973347970818
1052,54,59,Undirected,2,0.716003343634799
1053,23,57,Undirected,2,0.414973347970818
1054,57,59,Undirected,2,0.716003343634799
1055,22,59,Undirected,1,0
1056,23,59,Undirected,1,0.812913356642856
1057,1,27,Undirected,4,0
1058,1,58,Undirected,3,0
1059,1,41,Undirected,8,0
1060,1,28,Undirected,5,0
1061,1,32,Undirected,7,0
1062,1,53,Undirected,11,0.14886999521583
1063,27,58,Undirected,1,0
1064,27,41,Undirected,3,0
1065,15,27,Undirected,8,0
1066,27,53,Undirected,4,0
1067,17,27,Undirected,1,0
1068,14,27,Undirected,3,0
1069,9,58,Undirected,1,0
1070,9,41,Undirected,6,0
1071,28,58,Undirected,1,0
1072,32,58,Undirected,3,0
1073,53,58,Undirected,2,0
1074,18,58,Undirected,3,0
1075,37,58,Undirected,1,0
1076,19,58,Undirected,3,0
1077,28,41,Undirected,3,0
1078,32,41,Undirected,7,0
1079,41,53,Undirected,4,0
1080,19,41,Undirected,12,0
1081,17,28,Undirected,2,0
1082,14,28,Undirected,3,0
1083,17,32,Undirected,2,0
1084,14,32,Undirected,7,0
1085,17,53,Undirected,1,0
1086,14,53,Undirected,4,0
1087,1,29,Undirected,8,0
1088,1,31,Undirected,8,0
1089,1,60,Undirected,1,0
1090,1,49,Undirected,1,0
1091,4,60,Undirected,1,0
1092,25,60,Undirected,1,0
1093,20,25,Undirected,9,0
1094,3,60,Undirected,1,0
1095,26,42,Undirected,5,0
1096,26,55,Undirected,8,0
1097,26,60,Undirected,1,0.354275507617206
1098,20,26,Undirected,2,0
1099,5,42,Undirected,6,0
1100,29,42,Undirected,7,0
1101,42,48,Undirected,3,0
1102,31,42,Undirected,3,0
1103,42,60,Undirected,1,0.485554422256525
1104,42,53,Undirected,5,0
1105,12,42,Undirected,10,0.163335127522606
1106,21,42,Undirected,5,0
1107,20,42,Undirected,7,0.289259777112557
1108,42,49,Undirected,2,0.309463163200844
1109,6,60,Undirected,1,0
1110,6,49,Undirected,2,0
1111,7,60,Undirected,1,0
1112,5,60,Undirected,1,0
1113,5,53,Undirected,8,0
1114,29,48,Undirected,6,0
1115,15,29,Undirected,12,0
1116,29,55,Undirected,8,0
1117,29,60,Undirected,1,0.485554422256525
1118,29,46,Undirected,1,0
1119,29,53,Undirected,4,0
1120,12,29,Undirected,10,0.163335127522606
1121,20,29,Undirected,7,0.289259777112557
1122,29,49,Undirected,1,0
1123,31,48,Undirected,3,0
1124,48,60,Undirected,1,0.539912084579118
1125,48,53,Undirected,3,0
1126,12,48,Undirected,5,0
1127,20,48,Undirected,2,0
1128,15,31,Undirected,7,0
1129,15,60,Undirected,1,0
1130,31,55,Undirected,7,0.260071387985075
1131,55,60,Undirected,1,0.414973347970818
1132,53,55,Undirected,4,0
1133,12,55,Undirected,9,0
1134,20,55,Undirected,7,0.21867870282685
1135,49,55,Undirected,1,0
1136,31,60,Undirected,1,0.716003343634799
1137,31,46,Undirected,2,0
1138,20,31,Undirected,4,0.276670649804536
1139,31,49,Undirected,1,0
1140,34,60,Undirected,1,0
1141,46,60,Undirected,1,0.937852093251155
1142,53,60,Undirected,1,0.569875307956561
1143,12,60,Undirected,1,0.39378404890088
1144,21,60,Undirected,1,0
1145,20,60,Undirected,1,0.674610658476574
1146,49,60,Undirected,1,1.23888208891514
1147,22,60,Undirected,1,0.414973347970818
1148,20,34,Undirected,10,0
1149,46,53,Undirected,3,0.26884531229258
1150,12,46,Undirected,1,0
1151,20,46,Undirected,1,0
1152,20,53,Undirected,4,0
1153,49,53,Undirected,1,0
1154,22,53,Undirected,5,0
1155,12,49,Undirected,1,0
1156,20,49,Undirected,1,0
1157,22,49,Undirected,1,0
1158,24,51,Undirected,3,0
1159,24,61,Undirected,5,0.354275507617206
1160,24,62,Undirected,1,0.354275507617206
1161,4,61,Undirected,4,0
1162,4,62,Undirected,1,0
1163,3,61,Undirected,4,0
1164,3,62,Undirected,1,0
1165,25,61,Undirected,5,0
1166,25,62,Undirected,1,0
1167,26,61,Undirected,3,0
1168,26,62,Undirected,1,0.354275507617206
1169,5,41,Undirected,3,0
1170,5,61,Undirected,2,0
1171,5,62,Undirected,1,0
1172,8,61,Undirected,4,0
1173,8,62,Undirected,1,0
1174,12,41,Undirected,9,0
1175,41,51,Undirected,2,0
1176,41,55,Undirected,5,0
1177,41,61,Undirected,2,0
1178,41,62,Undirected,1,0.511883360978874
1179,6,51,Undirected,5,0
1180,6,61,Undirected,3,0
1181,6,62,Undirected,1,0
1182,12,32,Undirected,9,0
1183,12,51,Undirected,3,0
1184,12,61,Undirected,3,0
1185,12,62,Undirected,1,0.39378404890088
1186,15,61,Undirected,5,0
1187,15,62,Undirected,1,0
1188,32,51,Undirected,2,0
1189,32,61,Undirected,2,0
1190,32,62,Undirected,1,0.39378404890088
1191,51,55,Undirected,4,0
1192,35,51,Undirected,6,0
1193,51,61,Undirected,2,0.414973347970818
1194,51,62,Undirected,1,0.812913356642856
1195,34,61,Undirected,5,0
1196,34,62,Undirected,1,0
1197,55,61,Undirected,1,0
1198,55,62,Undirected,1,0.414973347970818
1199,35,61,Undirected,3,0
1200,35,62,Undirected,1,0
1201,13,61,Undirected,4,0
1202,13,62,Undirected,1,0
1203,19,61,Undirected,5,0
1204,19,62,Undirected,1,0
1205,37,61,Undirected,2,0
1206,37,62,Undirected,1,0.460730838531493
1207,61,62,Undirected,1,1.01703333929878
1208,10,27,Undirected,3,0
1209,27,55,Undirected,5,0
1210,10,55,Undirected,6,0
1211,10,29,Undirected,4,0
1212,10,32,Undirected,6,0
1213,14,29,Undirected,4,0
1214,29,56,Undirected,4,0
1215,29,47,Undirected,6,0
1216,14,56,Undirected,3,0
1217,14,38,Undirected,6,0
1218,1,40,Undirected,9,0
1219,1,33,Undirected,3,0
1220,1,63,Undirected,1,0
1221,25,63,Undirected,1,0
1222,3,63,Undirected,1,0
1223,4,63,Undirected,1,0
1224,13,40,Undirected,8,0
1225,40,48,Undirected,5,0
1226,40,55,Undirected,4,0
1227,33,40,Undirected,2,0
1228,12,40,Undirected,6,0
1229,32,40,Undirected,5,0
1230,40,63,Undirected,1,0.602059991327962
1231,19,40,Undirected,9,0
1232,33,42,Undirected,2,0
1233,32,42,Undirected,7,0
1234,42,63,Undirected,1,0.485554422256525
1235,19,42,Undirected,12,0
1236,41,48,Undirected,2,0
1237,33,41,Undirected,2,0
1238,41,63,Undirected,1,0.511883360978874
1239,6,63,Undirected,1,0
1240,13,63,Undirected,1,0
1241,33,48,Undirected,1,0
1242,48,63,Undirected,1,0.539912084579118
1243,33,55,Undirected,2,0
1244,55,63,Undirected,1,0.414973347970818
1245,34,63,Undirected,1,0
1246,15,33,Undirected,3,0
1247,15,63,Undirected,1,0
1248,12,33,Undirected,3,0
1249,33,63,Undirected,1,1.01703333929878
1250,12,63,Undirected,1,0.39378404890088
1251,32,63,Undirected,1,0.39378404890088
1252,19,63,Undirected,1,0
1253,1,56,Undirected,7,0
1254,1,64,Undirected,5,0.253605345735843
1255,1,65,Undirected,4,0
1256,4,64,Undirected,5,0
1257,4,65,Undirected,4,0
1258,3,64,Undirected,5,0
1259,3,65,Undirected,5,0
1260,25,64,Undirected,5,0
1261,25,65,Undirected,4,0
1262,2,29,Undirected,8,0.184524426592544
1263,2,51,Undirected,3,0
1264,2,64,Undirected,1,0
1265,2,50,Undirected,1,0
1266,2,65,Undirected,2,0
1267,8,64,Undirected,3,0
1268,8,65,Undirected,5,0
1269,9,51,Undirected,3,0
1270,9,64,Undirected,3,0
1271,9,50,Undirected,1,0
1272,9,65,Undirected,3,0
1273,7,64,Undirected,4,0
1274,7,65,Undirected,5,0
1275,17,29,Undirected,3,0
1276,29,51,Undirected,3,0
1277,29,64,Undirected,1,0
1278,29,50,Undirected,1,0
1279,29,65,Undirected,2,0
1280,5,64,Undirected,3,0
1281,5,65,Undirected,4,0
1282,6,64,Undirected,4,0
1283,6,50,Undirected,1,0
1284,6,65,Undirected,4,0
1285,17,55,Undirected,3,0
1286,17,56,Undirected,1,0
1287,17,64,Undirected,1,0
1288,17,65,Undirected,1,0
1289,12,64,Undirected,2,0
1290,12,50,Undirected,1,0
1291,12,65,Undirected,2,0
1292,34,64,Undirected,5,0
1293,34,65,Undirected,5,0
1294,13,64,Undirected,5,0
1295,13,65,Undirected,2,0
1296,55,64,Undirected,1,0
1297,50,55,Undirected,1,0
1298,55,65,Undirected,3,0
1299,35,64,Undirected,3,0
1300,35,50,Undirected,1,0
1301,35,65,Undirected,5,0.210853365314893
1302,20,35,Undirected,5,0
1303,15,64,Undirected,4,0
1304,15,65,Undirected,5,0
1305,51,56,Undirected,3,0.248641926204293
1306,51,64,Undirected,1,0
1307,51,65,Undirected,3,0.591064607026499
1308,20,51,Undirected,1,0
1309,56,64,Undirected,1,0
1310,50,56,Undirected,1,0.373580662812593
1311,56,65,Undirected,4,0.577700645468518
1312,20,56,Undirected,2,0
1313,50,64,Undirected,1,0.716003343634799
1314,64,65,Undirected,1,0.318063334962762
1315,20,64,Undirected,2,0.276670649804536
1316,19,64,Undirected,4,0
1317,21,64,Undirected,2,0
1318,50,65,Undirected,1,0.716003343634799
1319,20,50,Undirected,1,0.373580662812593
1320,20,65,Undirected,1,0
1321,19,65,Undirected,5,0
1322,21,65,Undirected,4,0
1323,1,66,Undirected,1,0
1324,3,66,Undirected,3,0
1325,27,56,Undirected,2,0
1326,27,66,Undirected,2,0.539912084579118
1327,27,54,Undirected,3,0
1328,27,65,Undirected,2,0.318063334962762
1329,25,66,Undirected,3,0
1330,5,66,Undirected,2,0
1331,6,66,Undirected,2,0
1332,8,66,Undirected,1,0
1333,9,66,Undirected,1,0
1334,7,66,Undirected,3,0
1335,32,66,Undirected,2,0
1336,32,65,Undirected,2,0
1337,34,66,Undirected,3,0
1338,38,55,Undirected,5,0
1339,55,66,Undirected,2,0
1340,15,66,Undirected,3,0
1341,35,66,Undirected,3,0
1342,13,66,Undirected,3,0
1343,56,66,Undirected,1,0
1344,19,66,Undirected,3,0
1345,37,66,Undirected,2,0.284639579475812
1346,37,65,Undirected,1,0
1347,38,66,Undirected,1,0
1348,38,65,Undirected,3,0
1349,21,66,Undirected,3,0
1350,54,66,Undirected,1,0
1351,65,66,Undirected,1,0.539912084579118
1352,22,66,Undirected,2,0
1353,54,65,Undirected,2,0.318063334962762
1354,22,65,Undirected,1,0
1355,1,67,Undirected,6,0.253605345735843
1356,1,68,Undirected,3,0.253605345735843
1357,4,67,Undirected,6,0
1358,4,68,Undirected,3,0
1359,3,67,Undirected,5,0
1360,3,68,Undirected,3,0
1361,25,67,Undirected,6,0
1362,25,68,Undirected,3,0
1363,26,67,Undirected,2,0
1364,26,68,Undirected,1,0
1365,10,67,Undirected,2,0
1366,10,68,Undirected,2,0.284639579475812
1367,10,46,Undirected,1,0
1368,6,67,Undirected,4,0
1369,6,68,Undirected,3,0
1370,7,67,Undirected,4,0
1371,7,68,Undirected,2,0
1372,41,67,Undirected,4,0.335792101923193
1373,41,68,Undirected,2,0.335792101923193
1374,41,46,Undirected,2,0
1375,38,41,Undirected,6,0
1376,8,67,Undirected,5,0
1377,8,68,Undirected,2,0
1378,9,67,Undirected,3,0
1379,9,68,Undirected,2,0
1380,9,46,Undirected,3,0
1381,15,67,Undirected,4,0
1382,15,68,Undirected,3,0
1383,18,67,Undirected,4,0
1384,18,68,Undirected,2,0
1385,53,67,Undirected,3,0.26884531229258
1386,34,67,Undirected,6,0
1387,67,68,Undirected,2,0.761760834195474
1388,46,67,Undirected,2,0.460730838531493
1389,38,67,Undirected,2,0
1390,21,67,Undirected,2,0
1391,19,67,Undirected,4,0
1392,53,68,Undirected,2,0.39378404890088
1393,34,68,Undirected,2,0
1394,46,68,Undirected,2,0.761760834195474
1395,38,68,Undirected,2,0
1396,21,68,Undirected,3,0
1397,19,68,Undirected,2,0
1398,38,46,Undirected,1,0
1399,24,69,Undirected,3,0
1400,24,70,Undirected,2,0.354275507617206
1401,3,69,Undirected,4,0
1402,3,70,Undirected,2,0
1403,25,69,Undirected,4,0
1404,25,70,Undirected,2,0
1405,26,69,Undirected,3,0
1406,26,70,Undirected,1,0
1407,12,27,Undirected,3,0
1408,27,69,Undirected,1,0
1409,27,70,Undirected,1,0.414973347970818
1410,7,69,Undirected,4,0
1411,7,70,Undirected,2,0
1412,8,69,Undirected,4,0
1413,8,70,Undirected,1,0
1414,41,69,Undirected,1,0
1415,41,70,Undirected,1,0
1416,41,54,Undirected,1,0
1417,22,41,Undirected,6,0
1418,12,69,Undirected,2,0
1419,12,70,Undirected,1,0
1420,12,54,Undirected,4,0
1421,34,69,Undirected,4,0
1422,34,70,Undirected,2,0
1423,13,69,Undirected,2,0
1424,13,70,Undirected,2,0
1425,55,69,Undirected,2,0
1426,55,70,Undirected,2,0.414973347970818
1427,69,70,Undirected,1,0.812913356642856
1428,21,69,Undirected,2,0
1429,19,69,Undirected,2,0
1430,54,69,Undirected,2,0.414973347970818
1431,37,69,Undirected,2,0
1432,22,69,Undirected,1,0
1433,21,70,Undirected,2,0
1434,19,70,Undirected,2,0
1435,54,70,Undirected,2,0.716003343634799
1436,37,70,Undirected,1,0
1437,22,70,Undirected,1,0
1438,1,71,Undirected,2,0
1439,1,72,Undirected,4,0
1440,4,71,Undirected,2,0
1441,4,72,Undirected,8,0
1442,40,58,Undirected,2,0
1443,40,67,Undirected,4,0.425968732272281
1444,40,71,Undirected,2,0.602059991327962
1445,40,72,Undirected,2,0
1446,3,71,Undirected,2,0
1447,3,72,Undirected,8,0
1448,25,71,Undirected,2,0
1449,25,72,Undirected,8,0
1450,41,71,Undirected,1,0
1451,41,72,Undirected,4,0
1452,8,71,Undirected,1,0
1453,8,72,Undirected,6,0
1454,12,58,Undirected,3,0
1455,58,67,Undirected,1,0
1456,58,71,Undirected,2,1.01703333929878
1457,48,58,Undirected,1,0
1458,58,72,Undirected,1,0
1459,6,71,Undirected,2,0
1460,6,72,Undirected,6,0
1461,12,67,Undirected,2,0
1462,12,71,Undirected,2,0.39378404890088
1463,12,72,Undirected,5,0
1464,18,71,Undirected,1,0
1465,18,72,Undirected,5,0
1466,67,71,Undirected,1,0.636822097587174
1467,35,67,Undirected,2,0
1468,32,67,Undirected,1,0
1469,48,67,Undirected,2,0
1470,67,72,Undirected,1,0
1471,34,71,Undirected,2,0
1472,34,72,Undirected,8,0
1473,35,71,Undirected,2,0
1474,32,71,Undirected,2,0.39378404890088
1475,48,71,Undirected,1,0
1476,71,72,Undirected,1,0.511883360978874
1477,35,48,Undirected,6,0
1478,35,72,Undirected,7,0
1479,32,72,Undirected,4,0
1480,48,72,Undirected,5,0.335792101923193
1481,2,26,Undirected,3,0
1482,2,41,Undirected,4,0
1483,2,45,Undirected,1,0
1484,2,61,Undirected,1,0
1485,2,38,Undirected,10,0.169460680156668
1486,29,41,Undirected,2,0
1487,41,45,Undirected,1,0
1488,42,45,Undirected,2,0
1489,42,61,Undirected,3,0.263705672640169
1490,38,42,Undirected,7,0
1491,7,61,Undirected,4,0
1492,29,45,Undirected,2,0
1493,29,61,Undirected,2,0
1494,13,45,Undirected,2,0
1495,12,45,Undirected,1,0
1496,45,61,Undirected,3,0.89209460269048
1497,38,45,Undirected,2,0
1498,18,61,Undirected,4,0
1499,38,61,Undirected,2,0
1500,26,64,Undirected,1,0
1501,42,67,Undirected,3,0
1502,42,64,Undirected,3,0.263705672640169
1503,41,64,Undirected,2,0
1504,5,67,Undirected,2,0
1505,13,67,Undirected,4,0
1506,64,67,Undirected,3,0.716003343634799
1507,22,67,Undirected,3,0
1508,53,64,Undirected,3,0.348026558340205
1509,18,64,Undirected,2,0
1510,38,64,Undirected,1,0
1511,22,64,Undirected,2,0
1512,1,47,Undirected,4,0
1513,1,43,Undirected,5,0
1514,26,40,Undirected,1,0
1515,11,26,Undirected,1,0
1516,26,43,Undirected,3,0
1517,11,25,Undirected,1,0
1518,5,40,Undirected,7,0
1519,29,40,Undirected,5,0
1520,11,40,Undirected,1,0.301029995663981
1521,31,40,Undirected,3,0
1522,40,47,Undirected,3,0
1523,17,40,Undirected,1,0
1524,21,40,Undirected,5,0
1525,5,43,Undirected,7,0.210853365314893
1526,11,29,Undirected,1,0
1527,29,43,Undirected,5,0.2814344396006
1528,11,34,Undirected,1,0
1529,11,55,Undirected,1,0
1530,11,31,Undirected,1,0.414973347970818
1531,11,47,Undirected,1,0.301029995663981
1532,11,43,Undirected,1,0.511883360978874
1533,11,37,Undirected,1,0
1534,43,55,Undirected,3,0
1535,17,31,Undirected,2,0
1536,31,43,Undirected,1,0
1537,43,47,Undirected,1,0
1538,17,43,Undirected,1,0
1539,19,43,Undirected,6,0
1540,21,43,Undirected,6,0
1541,1,73,Undirected,4,0
1542,1,74,Undirected,1,0
1543,4,73,Undirected,5,0
1544,4,74,Undirected,1,0
1545,3,73,Undirected,5,0
1546,3,74,Undirected,1,0
1547,25,73,Undirected,4,0
1548,25,74,Undirected,1,0
1549,2,73,Undirected,3,0.290034611362518
1550,2,43,Undirected,4,0
1551,2,33,Undirected,2,0
1552,2,74,Undirected,1,0.511883360978874
1553,5,73,Undirected,2,0
1554,5,74,Undirected,1,0
1555,7,73,Undirected,3,0
1556,7,74,Undirected,1,0
1557,8,73,Undirected,3,0
1558,8,74,Undirected,1,0
1559,29,73,Undirected,3,0.263705672640169
1560,29,57,Undirected,3,0
1561,29,74,Undirected,1,0.485554422256525
1562,12,73,Undirected,2,0
1563,18,73,Undirected,1,0
1564,35,73,Undirected,2,0
1565,13,73,Undirected,3,0
1566,43,73,Undirected,1,0
1567,56,73,Undirected,1,0
1568,33,73,Undirected,1,0.318063334962762
1569,34,73,Undirected,4,0
1570,19,73,Undirected,5,0
1571,38,73,Undirected,4,0.276670649804536
1572,21,73,Undirected,2,0
1573,57,73,Undirected,1,0
1574,73,74,Undirected,1,1.01703333929878
1575,12,43,Undirected,3,0
1576,12,57,Undirected,4,0
1577,12,74,Undirected,1,0.39378404890088
1578,18,74,Undirected,1,0
1579,35,74,Undirected,1,0
1580,13,43,Undirected,2,0
1581,13,74,Undirected,1,0
1582,43,56,Undirected,3,0.248641926204293
1583,33,43,Undirected,1,0
1584,38,43,Undirected,6,0.248641926204293
1585,43,57,Undirected,2,0
1586,43,74,Undirected,1,0.812913356642856
1587,33,56,Undirected,1,0
1588,56,74,Undirected,1,0.674610658476574
1589,33,57,Undirected,1,0
1590,33,74,Undirected,1,1.01703333929878
1591,34,74,Undirected,1,0
1592,19,74,Undirected,1,0
1593,38,57,Undirected,4,0
1594,38,74,Undirected,1,0.373580662812593
1595,21,74,Undirected,1,0
1596,57,74,Undirected,1,0.716003343634799
1597,40,53,Undirected,3,0
1598,40,64,Undirected,3,0.380211241711606
1599,20,40,Undirected,3,0
1600,5,58,Undirected,1,0
1601,5,71,Undirected,1,0
1602,42,58,Undirected,2,0
1603,58,64,Undirected,1,0.318063334962762
1604,20,58,Undirected,1,0
1605,42,71,Undirected,1,0
1606,15,71,Undirected,1,0
1607,13,71,Undirected,1,0
1608,53,71,Undirected,1,0
1609,32,64,Undirected,1,0
1610,20,32,Undirected,5,0
1611,64,71,Undirected,1,0.716003343634799
1612,19,71,Undirected,1,0
1613,20,71,Undirected,1,0.373580662812593
1614,27,48,Undirected,2,0
1615,20,27,Undirected,2,0
1616,10,48,Undirected,5,0
1617,42,56,Undirected,1,0
1618,56,58,Undirected,1,0
1619,58,61,Undirected,1,0.318063334962762
1620,22,58,Undirected,1,0
1621,56,61,Undirected,1,0
1622,22,61,Undirected,2,0
1623,40,45,Undirected,2,0.301029995663981
1624,40,49,Undirected,1,0
1625,40,61,Undirected,2,0
1626,6,45,Undirected,1,0
1627,32,45,Undirected,1,0
1628,32,49,Undirected,1,0
1629,35,45,Undirected,1,0
1630,14,61,Undirected,1,0
1631,35,49,Undirected,1,0
1632,13,49,Undirected,1,0
1633,49,61,Undirected,1,0.539912084579118
1634,21,61,Undirected,2,0
1635,20,24,Undirected,3,0
1636,24,72,Undirected,4,0
1637,2,28,Undirected,5,0.210853365314893
1638,2,72,Undirected,3,0
1639,26,72,Undirected,5,0
1640,9,42,Undirected,4,0
1641,9,72,Undirected,3,0
1642,29,72,Undirected,2,0
1643,7,72,Undirected,7,0
1644,28,42,Undirected,3,0
1645,42,47,Undirected,4,0
1646,42,72,Undirected,2,0
1647,28,55,Undirected,3,0
1648,28,47,Undirected,2,0
1649,12,28,Undirected,4,0
1650,20,28,Undirected,2,0
1651,28,72,Undirected,2,0
1652,20,41,Undirected,2,0
1653,13,72,Undirected,5,0
1654,15,72,Undirected,6,0
1655,55,72,Undirected,5,0.210853365314893
1656,33,47,Undirected,1,0
1657,20,47,Undirected,4,0
1658,47,72,Undirected,2,0
1659,20,33,Undirected,1,0
1660,33,72,Undirected,1,0
1661,20,38,Undirected,3,0
1662,20,37,Undirected,2,0
1663,20,72,Undirected,1,0
1664,38,72,Undirected,4,0
1665,37,72,Undirected,3,0
1666,21,72,Undirected,6,0
1667,19,72,Undirected,6,0
1668,22,72,Undirected,3,0
1669,9,40,Undirected,2,0
1670,40,46,Undirected,1,0
1671,40,68,Undirected,1,0
1672,22,40,Undirected,4,0
1673,42,68,Undirected,1,0
1674,46,64,Undirected,1,0
1675,64,68,Undirected,1,0.539912084579118
1676,13,68,Undirected,2,0
1677,22,68,Undirected,2,0
1678,1,75,Undirected,2,0
1679,4,75,Undirected,3,0
1680,2,75,Undirected,1,0
1681,3,75,Undirected,3,0
1682,25,75,Undirected,3,0
1683,7,75,Undirected,3,0
1684,6,75,Undirected,3,0
1685,41,75,Undirected,1,0
1686,41,57,Undirected,2,0
1687,42,75,Undirected,1,0
1688,10,28,Undirected,3,0
1689,10,75,Undirected,2,0.284639579475812
1690,10,57,Undirected,3,0
1691,28,75,Undirected,1,0
1692,28,57,Undirected,3,0
1693,9,75,Undirected,3,0.39378404890088
1694,32,75,Undirected,2,0
1695,47,75,Undirected,1,0
1696,15,75,Undirected,1,0
1697,12,75,Undirected,1,0
1698,13,75,Undirected,2,0
1699,34,75,Undirected,3,0
1700,38,75,Undirected,1,0
1701,20,75,Undirected,1,0
1702,37,75,Undirected,1,0
1703,19,75,Undirected,2,0
1704,57,75,Undirected,2,0.539912084579118
1705,22,75,Undirected,2,0
1706,20,57,Undirected,3,0
1707,26,75,Undirected,2,0
1708,26,57,Undirected,1,0
1709,8,75,Undirected,2,0
1710,5,75,Undirected,2,0
1711,5,72,Undirected,5,0
1712,35,75,Undirected,2,0
